fiveTuple,srcIP,dstIP,protocol,srcPort,dstPort,flowDuration,flowLength,fwdFlowLength,bwdFlowLength,packetSizeTotal,packetSizeMean,packetSizeStd,packetSizeMin,packetSizeMax,fwdPacketSizeTotal,bwdPacketSizeTotal,fwdPacketSizeMean,bwdPacketSizeMean,fwdPacketSizeStd,bwdPacketSizeStd,fwdPacketSizeMin,bwdPacketSizeMin,fwdPacketSizeMax,bwdPacketSizeMax,IATMean,IATStd,IATMin,IATMax,fwdIATTotal,bwdIATTotal,fwdIATMean,bwdIATMean,fwdIATStd,bwdIATStd,fwdIATMin,bwdIATMin,fwdIATMax,bwdIATMax
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--50068,198.199.96.210,138.68.177.159,TCP,50068,8080(http-alt),3853725000.000000,83.000000,0.000000,83.000000,14929.000000,179.867470,155.387954,66.000000,398.000000,0.000000,14929.000000,179.867470,179.867470,0.000000,155.387954,0.000000,66.000000,0.000000,398.000000,46996000.000000,61669000.000000,10000.000000,133368000.000000,0.000000,3853725000.000000,0.000000,46996000.000000,0.000000,61669000.000000,0.000000,10000.000000,0.000000,133368000.000000
198.199.96.210--138.68.177.159--TCP--50064--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),50064,546086000.000000,83.000000,0.000000,83.000000,193066.000000,2326.096386,1129.907914,103.000000,2962.000000,0.000000,193066.000000,2326.096386,2326.096386,0.000000,1129.907914,0.000000,103.000000,0.000000,2962.000000,6659000.000000,29364000.000000,1000.000000,144612000.000000,0.000000,546086000.000000,0.000000,6659000.000000,0.000000,29364000.000000,0.000000,1000.000000,0.000000,144612000.000000
198.199.96.210--138.68.177.159--TCP--37122--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),37122,807523000.000000,83.000000,0.000000,83.000000,192294.000000,2316.795181,1101.860286,66.000000,2962.000000,0.000000,192294.000000,2316.795181,2316.795181,0.000000,1101.860286,0.000000,66.000000,0.000000,2962.000000,9847000.000000,31838000.000000,5000.000000,143915000.000000,0.000000,807523000.000000,0.000000,9847000.000000,0.000000,31838000.000000,0.000000,5000.000000,0.000000,143915000.000000
198.199.96.210--138.68.177.159--TCP--55622--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),55622,658349000.000000,83.000000,0.000000,83.000000,203062.000000,2446.530120,1026.690136,66.000000,2962.000000,0.000000,203062.000000,2446.530120,2446.530120,0.000000,1026.690136,0.000000,66.000000,0.000000,2962.000000,8028000.000000,28409000.000000,2000.000000,136138000.000000,0.000000,658349000.000000,0.000000,8028000.000000,0.000000,28409000.000000,0.000000,2000.000000,0.000000,136138000.000000
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--40238,198.199.96.210,138.68.177.159,TCP,40238,8080(http-alt),3893392000.000000,83.000000,0.000000,83.000000,15305.000000,184.397590,157.391840,66.000000,412.000000,0.000000,15305.000000,184.397590,184.397590,0.000000,157.391840,0.000000,66.000000,0.000000,412.000000,47480000.000000,62240000.000000,3000.000000,137037000.000000,0.000000,3893392000.000000,0.000000,47480000.000000,0.000000,62240000.000000,0.000000,3000.000000,0.000000,137037000.000000
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--38060,198.199.96.210,138.68.177.159,TCP,38060,8080(http-alt),1456527000.000000,32.000000,0.000000,32.000000,5714.000000,178.562500,155.542787,66.000000,402.000000,0.000000,5714.000000,178.562500,178.562500,0.000000,155.542787,0.000000,66.000000,0.000000,402.000000,46984000.000000,61454000.000000,5000.000000,132993000.000000,0.000000,1456527000.000000,0.000000,46984000.000000,0.000000,61454000.000000,0.000000,5000.000000,0.000000,132993000.000000
198.199.96.210--138.68.177.159--TCP--50072--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),50072,539582000.000000,83.000000,0.000000,83.000000,193066.000000,2326.096386,1129.907914,103.000000,2962.000000,0.000000,193066.000000,2326.096386,2326.096386,0.000000,1129.907914,0.000000,103.000000,0.000000,2962.000000,6580000.000000,28984000.000000,2000.000000,135862000.000000,0.000000,539582000.000000,0.000000,6580000.000000,0.000000,28984000.000000,0.000000,2000.000000,0.000000,135862000.000000
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--37106,198.199.96.210,138.68.177.159,TCP,37106,8080(http-alt),2487013000.000000,56.000000,0.000000,56.000000,9294.000000,165.964286,151.115845,66.000000,402.000000,0.000000,9294.000000,165.964286,165.964286,0.000000,151.115845,0.000000,66.000000,0.000000,402.000000,45218000.000000,60991000.000000,15000.000000,142542000.000000,0.000000,2487013000.000000,0.000000,45218000.000000,0.000000,60991000.000000,0.000000,15000.000000,0.000000,142542000.000000
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--38728,198.199.96.210,138.68.177.159,TCP,38728,8080(http-alt),6439307000.000000,50.000000,0.000000,50.000000,17731.000000,354.620000,5.443859,346.000000,374.000000,0.000000,17731.000000,354.620000,354.620000,0.000000,5.443859,0.000000,346.000000,0.000000,374.000000,131414000.000000,2444000.000000,129566000.000000,143720000.000000,0.000000,6439307000.000000,0.000000,131414000.000000,0.000000,2444000.000000,0.000000,129566000.000000,0.000000,143720000.000000
198.199.96.210--138.68.177.159--TCP--37038--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),37038,785117000.000000,83.000000,0.000000,83.000000,195190.000000,2351.686747,1075.572920,66.000000,2962.000000,0.000000,195190.000000,2351.686747,2351.686747,0.000000,1075.572920,0.000000,66.000000,0.000000,2962.000000,9574000.000000,31300000.000000,4000.000000,131262000.000000,0.000000,785117000.000000,0.000000,9574000.000000,0.000000,31300000.000000,0.000000,4000.000000,0.000000,131262000.000000
198.199.96.210--138.68.177.159--TCP--37106--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),37106,818652000.000000,83.000000,0.000000,83.000000,195190.000000,2351.686747,1075.572920,66.000000,2962.000000,0.000000,195190.000000,2351.686747,2351.686747,0.000000,1075.572920,0.000000,66.000000,0.000000,2962.000000,9983000.000000,32891000.000000,2000.000000,150251000.000000,0.000000,818652000.000000,0.000000,9983000.000000,0.000000,32891000.000000,0.000000,2000.000000,0.000000,150251000.000000
198.199.96.210--138.68.177.159--TCP--55634--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),55634,796608000.000000,83.000000,0.000000,83.000000,203062.000000,2446.530120,1026.690136,66.000000,2962.000000,0.000000,203062.000000,2446.530120,2446.530120,0.000000,1026.690136,0.000000,66.000000,0.000000,2962.000000,9714000.000000,31900000.000000,1000.000000,139857000.000000,0.000000,796608000.000000,0.000000,9714000.000000,0.000000,31900000.000000,0.000000,1000.000000,0.000000,139857000.000000
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--58632,198.199.96.210,138.68.177.159,TCP,58632,8080(http-alt),2032976000.000000,37.000000,0.000000,37.000000,7348.000000,198.594595,160.591383,66.000000,399.000000,0.000000,7348.000000,198.594595,198.594595,0.000000,160.591383,0.000000,66.000000,0.000000,399.000000,56471000.000000,63088000.000000,240000.000000,137078000.000000,0.000000,2032976000.000000,0.000000,56471000.000000,0.000000,63088000.000000,0.000000,240000.000000,0.000000,137078000.000000
198.199.96.210--138.68.177.159--TCP--38060--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),38060,530733000.000000,83.000000,0.000000,83.000000,193066.000000,2326.096386,1129.907914,103.000000,2962.000000,0.000000,193066.000000,2326.096386,2326.096386,0.000000,1129.907914,0.000000,103.000000,0.000000,2962.000000,6472000.000000,28531000.000000,2000.000000,135248000.000000,0.000000,530733000.000000,0.000000,6472000.000000,0.000000,28531000.000000,0.000000,2000.000000,0.000000,135248000.000000
198.199.96.210--138.68.177.159--TCP--37118--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),37118,808870000.000000,83.000000,0.000000,83.000000,195190.000000,2351.686747,1075.572920,66.000000,2962.000000,0.000000,195190.000000,2351.686747,2351.686747,0.000000,1075.572920,0.000000,66.000000,0.000000,2962.000000,9864000.000000,32283000.000000,1000.000000,137875000.000000,0.000000,808870000.000000,0.000000,9864000.000000,0.000000,32283000.000000,0.000000,1000.000000,0.000000,137875000.000000
198.199.96.210--138.68.177.159--TCP--38292--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),38292,914098000.000000,83.000000,0.000000,83.000000,193386.000000,2329.951807,1118.803512,66.000000,2962.000000,0.000000,193386.000000,2329.951807,2329.951807,0.000000,1118.803512,0.000000,66.000000,0.000000,2962.000000,11147000.000000,33973000.000000,5000.000000,131222000.000000,0.000000,914098000.000000,0.000000,11147000.000000,0.000000,33973000.000000,0.000000,5000.000000,0.000000,131222000.000000
198.199.96.210--138.68.177.159--TCP--36860--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),36860,530858000.000000,83.000000,0.000000,83.000000,195182.000000,2351.590361,1078.558420,378.000000,2962.000000,0.000000,195182.000000,2351.590361,2351.590361,0.000000,1078.558420,0.000000,378.000000,0.000000,2962.000000,6473000.000000,28544000.000000,1000.000000,133138000.000000,0.000000,530858000.000000,0.000000,6473000.000000,0.000000,28544000.000000,0.000000,1000.000000,0.000000,133138000.000000
198.199.96.210--138.68.177.159--TCP--55358--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),55358,269545000.000000,83.000000,0.000000,83.000000,194054.000000,2338.000000,1107.520839,322.000000,2962.000000,0.000000,194054.000000,2338.000000,2338.000000,0.000000,1107.520839,0.000000,322.000000,0.000000,2962.000000,3287000.000000,20695000.000000,2000.000000,134564000.000000,0.000000,269545000.000000,0.000000,3287000.000000,0.000000,20695000.000000,0.000000,2000.000000,0.000000,134564000.000000
198.199.96.210--138.68.177.159--TCP--58618--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),58618,538266000.000000,83.000000,0.000000,83.000000,193066.000000,2326.096386,1129.907914,103.000000,2962.000000,0.000000,193066.000000,2326.096386,2326.096386,0.000000,1129.907914,0.000000,103.000000,0.000000,2962.000000,6564000.000000,28943000.000000,1000.000000,136800000.000000,0.000000,538266000.000000,0.000000,6564000.000000,0.000000,28943000.000000,0.000000,1000.000000,0.000000,136800000.000000
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--40240,198.199.96.210,138.68.177.159,TCP,40240,8080(http-alt),3474441000.000000,83.000000,0.000000,83.000000,14348.000000,172.867470,153.933155,66.000000,412.000000,0.000000,14348.000000,172.867470,172.867470,0.000000,153.933155,0.000000,66.000000,0.000000,412.000000,42371000.000000,60389000.000000,6000.000000,137360000.000000,0.000000,3474441000.000000,0.000000,42371000.000000,0.000000,60389000.000000,0.000000,6000.000000,0.000000,137360000.000000
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--55106,198.199.96.210,138.68.177.159,TCP,55106,8080(http-alt),4012025000.000000,83.000000,0.000000,83.000000,15267.000000,183.939759,156.776977,66.000000,408.000000,0.000000,15267.000000,183.939759,183.939759,0.000000,156.776977,0.000000,66.000000,0.000000,408.000000,48927000.000000,62236000.000000,9000.000000,134134000.000000,0.000000,4012025000.000000,0.000000,48927000.000000,0.000000,62236000.000000,0.000000,9000.000000,0.000000,134134000.000000
198.199.96.210--138.68.177.159--TCP--55042--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),55042,537481000.000000,83.000000,0.000000,83.000000,193066.000000,2326.096386,1129.907914,103.000000,2962.000000,0.000000,193066.000000,2326.096386,2326.096386,0.000000,1129.907914,0.000000,103.000000,0.000000,2962.000000,6554000.000000,28890000.000000,4000.000000,136060000.000000,0.000000,537481000.000000,0.000000,6554000.000000,0.000000,28890000.000000,0.000000,4000.000000,0.000000,136060000.000000
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--58870,198.199.96.210,138.68.177.159,TCP,58870,8080(http-alt),3523417000.000000,83.000000,0.000000,83.000000,13332.000000,160.626506,148.160342,66.000000,400.000000,0.000000,13332.000000,160.626506,160.626506,0.000000,148.160342,0.000000,66.000000,0.000000,400.000000,42968000.000000,60061000.000000,3000.000000,136214000.000000,0.000000,3523417000.000000,0.000000,42968000.000000,0.000000,60061000.000000,0.000000,3000.000000,0.000000,136214000.000000
198.199.96.210--138.68.177.159--TCP--5287--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),5287,543559000.000000,83.000000,0.000000,83.000000,193066.000000,2326.096386,1129.907914,103.000000,2962.000000,0.000000,193066.000000,2326.096386,2326.096386,0.000000,1129.907914,0.000000,103.000000,0.000000,2962.000000,6628000.000000,29223000.000000,1000.000000,136043000.000000,0.000000,543559000.000000,0.000000,6628000.000000,0.000000,29223000.000000,0.000000,1000.000000,0.000000,136043000.000000
198.199.96.210--138.68.177.159--TCP--37104--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),37104,803075000.000000,83.000000,0.000000,83.000000,195190.000000,2351.686747,1075.572920,66.000000,2962.000000,0.000000,195190.000000,2351.686747,2351.686747,0.000000,1075.572920,0.000000,66.000000,0.000000,2962.000000,9793000.000000,31998000.000000,1000.000000,139603000.000000,0.000000,803075000.000000,0.000000,9793000.000000,0.000000,31998000.000000,0.000000,1000.000000,0.000000,139603000.000000
198.199.96.210--138.68.177.159--TCP--43138--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),43138,526045000.000000,83.000000,0.000000,83.000000,193066.000000,2326.096386,1129.907914,103.000000,2962.000000,0.000000,193066.000000,2326.096386,2326.096386,0.000000,1129.907914,0.000000,103.000000,0.000000,2962.000000,6415000.000000,28278000.000000,4000.000000,131539000.000000,0.000000,526045000.000000,0.000000,6415000.000000,0.000000,28278000.000000,0.000000,4000.000000,0.000000,131539000.000000
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--38770,198.199.96.210,138.68.177.159,TCP,38770,8080(http-alt),6439259000.000000,50.000000,0.000000,50.000000,17794.000000,355.880000,6.417601,347.000000,373.000000,0.000000,17794.000000,355.880000,355.880000,0.000000,6.417601,0.000000,347.000000,0.000000,373.000000,131413000.000000,2439000.000000,129605000.000000,143576000.000000,0.000000,6439259000.000000,0.000000,131413000.000000,0.000000,2439000.000000,0.000000,129605000.000000,0.000000,143576000.000000
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--50078,198.199.96.210,138.68.177.159,TCP,50078,8080(http-alt),3760443000.000000,83.000000,0.000000,83.000000,14636.000000,176.337349,154.645828,66.000000,398.000000,0.000000,14636.000000,176.337349,176.337349,0.000000,154.645828,0.000000,66.000000,0.000000,398.000000,45859000.000000,61746000.000000,4000.000000,139448000.000000,0.000000,3760443000.000000,0.000000,45859000.000000,0.000000,61746000.000000,0.000000,4000.000000,0.000000,139448000.000000
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--58618,198.199.96.210,138.68.177.159,TCP,58618,8080(http-alt),1078433000.000000,19.000000,0.000000,19.000000,3857.000000,203.000000,160.652616,66.000000,394.000000,0.000000,3857.000000,203.000000,203.000000,0.000000,160.652616,0.000000,66.000000,0.000000,394.000000,59912000.000000,63486000.000000,141000.000000,136924000.000000,0.000000,1078433000.000000,0.000000,59912000.000000,0.000000,63486000.000000,0.000000,141000.000000,0.000000,136924000.000000
198.199.96.210--138.68.177.159--TCP--55086--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),55086,527272000.000000,83.000000,0.000000,83.000000,193066.000000,2326.096386,1129.907914,103.000000,2962.000000,0.000000,193066.000000,2326.096386,2326.096386,0.000000,1129.907914,0.000000,103.000000,0.000000,2962.000000,6430000.000000,28332000.000000,1000.000000,132541000.000000,0.000000,527272000.000000,0.000000,6430000.000000,0.000000,28332000.000000,0.000000,1000.000000,0.000000,132541000.000000
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--50064,198.199.96.210,138.68.177.159,TCP,50064,8080(http-alt),3750366000.000000,83.000000,0.000000,83.000000,14951.000000,180.132530,155.749085,66.000000,398.000000,0.000000,14951.000000,180.132530,180.132530,0.000000,155.749085,0.000000,66.000000,0.000000,398.000000,45736000.000000,61384000.000000,5000.000000,137208000.000000,0.000000,3750366000.000000,0.000000,45736000.000000,0.000000,61384000.000000,0.000000,5000.000000,0.000000,137208000.000000
198.199.96.210--138.68.177.159--TCP--38184--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),38184,533607000.000000,83.000000,0.000000,83.000000,193066.000000,2326.096386,1129.907914,103.000000,2962.000000,0.000000,193066.000000,2326.096386,2326.096386,0.000000,1129.907914,0.000000,103.000000,0.000000,2962.000000,6507000.000000,28675000.000000,2000.000000,134285000.000000,0.000000,533607000.000000,0.000000,6507000.000000,0.000000,28675000.000000,0.000000,2000.000000,0.000000,134285000.000000
198.199.96.210--138.68.177.159--TCP--43296--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),43296,265212000.000000,19.000000,0.000000,19.000000,43566.000000,2292.947368,1155.830504,66.000000,2962.000000,0.000000,43566.000000,2292.947368,2292.947368,0.000000,1155.830504,0.000000,66.000000,0.000000,2962.000000,14734000.000000,30604000.000000,4000.000000,133897000.000000,0.000000,265212000.000000,0.000000,14734000.000000,0.000000,30604000.000000,0.000000,4000.000000,0.000000,133897000.000000
198.199.96.210--138.68.177.159--TCP--37114--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),37114,839055000.000000,83.000000,0.000000,83.000000,195190.000000,2351.686747,1075.572920,66.000000,2962.000000,0.000000,195190.000000,2351.686747,2351.686747,0.000000,1075.572920,0.000000,66.000000,0.000000,2962.000000,10232000.000000,33034000.000000,1000.000000,142799000.000000,0.000000,839055000.000000,0.000000,10232000.000000,0.000000,33034000.000000,0.000000,1000.000000,0.000000,142799000.000000
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--50062,198.199.96.210,138.68.177.159,TCP,50062,8080(http-alt),4015137000.000000,83.000000,0.000000,83.000000,15263.000000,183.891566,156.704927,66.000000,398.000000,0.000000,15263.000000,183.891566,183.891566,0.000000,156.704927,0.000000,66.000000,0.000000,398.000000,48965000.000000,62241000.000000,3000.000000,137081000.000000,0.000000,4015137000.000000,0.000000,48965000.000000,0.000000,62241000.000000,0.000000,3000.000000,0.000000,137081000.000000
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--43126,198.199.96.210,138.68.177.159,TCP,43126,8080(http-alt),3587947000.000000,83.000000,0.000000,83.000000,14676.000000,176.819277,155.322839,66.000000,400.000000,0.000000,14676.000000,176.819277,176.819277,0.000000,155.322839,0.000000,66.000000,0.000000,400.000000,43755000.000000,60655000.000000,7000.000000,133351000.000000,0.000000,3587947000.000000,0.000000,43755000.000000,0.000000,60655000.000000,0.000000,7000.000000,0.000000,133351000.000000
198.199.96.210--138.68.177.159--TCP--36876--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),36876,531092000.000000,83.000000,0.000000,83.000000,195182.000000,2351.590361,1078.558420,378.000000,2962.000000,0.000000,195182.000000,2351.590361,2351.590361,0.000000,1078.558420,0.000000,378.000000,0.000000,2962.000000,6476000.000000,28530000.000000,3000.000000,135183000.000000,0.000000,531092000.000000,0.000000,6476000.000000,0.000000,28530000.000000,0.000000,3000.000000,0.000000,135183000.000000
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--37022,198.199.96.210,138.68.177.159,TCP,37022,8080(http-alt),3599021000.000000,83.000000,0.000000,83.000000,14302.000000,172.313253,153.118344,66.000000,398.000000,0.000000,14302.000000,172.313253,172.313253,0.000000,153.118344,0.000000,66.000000,0.000000,398.000000,43890000.000000,61114000.000000,4000.000000,143803000.000000,0.000000,3599021000.000000,0.000000,43890000.000000,0.000000,61114000.000000,0.000000,4000.000000,0.000000,143803000.000000
198.199.96.210--138.68.177.159--TCP--43052--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),43052,535361000.000000,83.000000,0.000000,83.000000,193066.000000,2326.096386,1129.907914,103.000000,2962.000000,0.000000,193066.000000,2326.096386,2326.096386,0.000000,1129.907914,0.000000,103.000000,0.000000,2962.000000,6528000.000000,28759000.000000,1000.000000,135252000.000000,0.000000,535361000.000000,0.000000,6528000.000000,0.000000,28759000.000000,0.000000,1000.000000,0.000000,135252000.000000
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--55618,198.199.96.210,138.68.177.159,TCP,55618,8080(http-alt),2975598000.000000,83.000000,0.000000,83.000000,11369.000000,136.975904,134.649923,66.000000,400.000000,0.000000,11369.000000,136.975904,136.975904,0.000000,134.649923,0.000000,66.000000,0.000000,400.000000,36287000.000000,56424000.000000,3000.000000,133518000.000000,0.000000,2975598000.000000,0.000000,36287000.000000,0.000000,56424000.000000,0.000000,3000.000000,0.000000,133518000.000000
198.199.96.210--138.68.177.159--TCP--36874--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),36874,531286000.000000,83.000000,0.000000,83.000000,195182.000000,2351.590361,1078.558420,378.000000,2962.000000,0.000000,195182.000000,2351.590361,2351.590361,0.000000,1078.558420,0.000000,378.000000,0.000000,2962.000000,6479000.000000,28548000.000000,1000.000000,133118000.000000,0.000000,531286000.000000,0.000000,6479000.000000,0.000000,28548000.000000,0.000000,1000.000000,0.000000,133118000.000000
198.199.96.210--138.68.177.159--TCP--50048--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),50048,537046000.000000,83.000000,0.000000,83.000000,193066.000000,2326.096386,1129.907914,103.000000,2962.000000,0.000000,193066.000000,2326.096386,2326.096386,0.000000,1129.907914,0.000000,103.000000,0.000000,2962.000000,6549000.000000,28872000.000000,2000.000000,135606000.000000,0.000000,537046000.000000,0.000000,6549000.000000,0.000000,28872000.000000,0.000000,2000.000000,0.000000,135606000.000000
198.199.96.210--138.68.177.159--TCP--38324--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),38324,930064000.000000,83.000000,0.000000,83.000000,193386.000000,2329.951807,1118.803512,66.000000,2962.000000,0.000000,193386.000000,2329.951807,2329.951807,0.000000,1118.803512,0.000000,66.000000,0.000000,2962.000000,11342000.000000,34704000.000000,0.000000,141096000.000000,0.000000,930064000.000000,0.000000,11342000.000000,0.000000,34704000.000000,0.000000,0.000000,0.000000,141096000.000000
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--5287,198.199.96.210,138.68.177.159,TCP,5287,8080(http-alt),3738114000.000000,83.000000,0.000000,83.000000,14624.000000,176.192771,154.446892,66.000000,402.000000,0.000000,14624.000000,176.192771,176.192771,0.000000,154.446892,0.000000,66.000000,0.000000,402.000000,45586000.000000,61697000.000000,6000.000000,135797000.000000,0.000000,3738114000.000000,0.000000,45586000.000000,0.000000,61697000.000000,0.000000,6000.000000,0.000000,135797000.000000
198.199.96.210--138.68.177.159--TCP--55366--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),55366,270819000.000000,83.000000,0.000000,83.000000,194054.000000,2338.000000,1107.520839,322.000000,2962.000000,0.000000,194054.000000,2338.000000,2338.000000,0.000000,1107.520839,0.000000,322.000000,0.000000,2962.000000,3302000.000000,20826000.000000,4000.000000,137603000.000000,0.000000,270819000.000000,0.000000,3302000.000000,0.000000,20826000.000000,0.000000,4000.000000,0.000000,137603000.000000
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--55064,198.199.96.210,138.68.177.159,TCP,55064,8080(http-alt),4164449000.000000,83.000000,0.000000,83.000000,15590.000000,187.831325,157.801295,66.000000,404.000000,0.000000,15590.000000,187.831325,187.831325,0.000000,157.801295,0.000000,66.000000,0.000000,404.000000,50785000.000000,62576000.000000,6000.000000,145912000.000000,0.000000,4164449000.000000,0.000000,50785000.000000,0.000000,62576000.000000,0.000000,6000.000000,0.000000,145912000.000000
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--38724,198.199.96.210,138.68.177.159,TCP,38724,8080(http-alt),6448028000.000000,50.000000,0.000000,50.000000,17792.000000,355.840000,5.930801,349.000000,373.000000,0.000000,17792.000000,355.840000,355.840000,0.000000,5.930801,0.000000,349.000000,0.000000,373.000000,131592000.000000,3339000.000000,129722000.000000,148580000.000000,0.000000,6448028000.000000,0.000000,131592000.000000,0.000000,3339000.000000,0.000000,129722000.000000,0.000000,148580000.000000
198.199.96.210--138.68.177.159--TCP--43126--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),43126,536903000.000000,83.000000,0.000000,83.000000,193066.000000,2326.096386,1129.907914,103.000000,2962.000000,0.000000,193066.000000,2326.096386,2326.096386,0.000000,1129.907914,0.000000,103.000000,0.000000,2962.000000,6547000.000000,28840000.000000,4000.000000,134846000.000000,0.000000,536903000.000000,0.000000,6547000.000000,0.000000,28840000.000000,0.000000,4000.000000,0.000000,134846000.000000
198.199.96.210--138.68.177.159--TCP--50020--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),50020,535884000.000000,83.000000,0.000000,83.000000,193066.000000,2326.096386,1129.907914,103.000000,2962.000000,0.000000,193066.000000,2326.096386,2326.096386,0.000000,1129.907914,0.000000,103.000000,0.000000,2962.000000,6535000.000000,28796000.000000,1000.000000,135641000.000000,0.000000,535884000.000000,0.000000,6535000.000000,0.000000,28796000.000000,0.000000,1000.000000,0.000000,135641000.000000
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--55634,198.199.96.210,138.68.177.159,TCP,55634,8080(http-alt),2413782000.000000,83.000000,0.000000,83.000000,10375.000000,125.000000,125.377502,66.000000,397.000000,0.000000,10375.000000,125.000000,125.000000,0.000000,125.377502,0.000000,66.000000,0.000000,397.000000,29436000.000000,52877000.000000,3000.000000,140246000.000000,0.000000,2413782000.000000,0.000000,29436000.000000,0.000000,52877000.000000,0.000000,3000.000000,0.000000,140246000.000000
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--40264,198.199.96.210,138.68.177.159,TCP,40264,8080(http-alt),4262974000.000000,83.000000,0.000000,83.000000,15959.000000,192.277108,159.449906,66.000000,412.000000,0.000000,15959.000000,192.277108,192.277108,0.000000,159.449906,0.000000,66.000000,0.000000,412.000000,51987000.000000,63331000.000000,4000.000000,140604000.000000,0.000000,4262974000.000000,0.000000,51987000.000000,0.000000,63331000.000000,0.000000,4000.000000,0.000000,140604000.000000
198.199.96.210--138.68.177.159--TCP--58918--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),58918,938974000.000000,83.000000,0.000000,83.000000,193386.000000,2329.951807,1118.803512,66.000000,2962.000000,0.000000,193386.000000,2329.951807,2329.951807,0.000000,1118.803512,0.000000,66.000000,0.000000,2962.000000,11450000.000000,34975000.000000,1000.000000,150932000.000000,0.000000,938974000.000000,0.000000,11450000.000000,0.000000,34975000.000000,0.000000,1000.000000,0.000000,150932000.000000
198.199.96.210--138.68.177.159--TCP--38212--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),38212,535150000.000000,83.000000,0.000000,83.000000,193066.000000,2326.096386,1129.907914,103.000000,2962.000000,0.000000,193066.000000,2326.096386,2326.096386,0.000000,1129.907914,0.000000,103.000000,0.000000,2962.000000,6526000.000000,28756000.000000,2000.000000,135005000.000000,0.000000,535150000.000000,0.000000,6526000.000000,0.000000,28756000.000000,0.000000,2000.000000,0.000000,135005000.000000
198.199.96.210--138.68.177.159--TCP--50270--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),50270,938264000.000000,83.000000,0.000000,83.000000,193074.000000,2326.192771,1125.857408,66.000000,2962.000000,0.000000,193074.000000,2326.192771,2326.192771,0.000000,1125.857408,0.000000,66.000000,0.000000,2962.000000,11442000.000000,34995000.000000,2000.000000,141639000.000000,0.000000,938264000.000000,0.000000,11442000.000000,0.000000,34995000.000000,0.000000,2000.000000,0.000000,141639000.000000
